order,actor_ID,code_ID,field_cat,collab_num,gender_cat,border_cat,seek_num,code_quote,code_theme
31,ID48,Description of Funders,science and engineering,1,M,border state,1,UC Mexus fellowship in 2000 to pursue a PhD...,Presence of Funding
32,ID48,Description of Funders,science and engineering,1,M,border state,1,UC Mexus grant program which was essentially 1500 dollars to get some colla...,Presence of Funding
33,ID48,Successful Funding,science and engineering,1,M,border state,1,UC Mexus grant program which was essentially 1500 dollars to get some colla...,Presence of Funding
34,ID48,Doctoral Research,science and engineering,1,M,border state,1,UC Mexus fellowship in 2000 to pursue a PhD...,Student Programs
35,ID48,Prior Collaboration Experience,science and engineering,1,M,border state,1,we have identified the university of Baja California as a potential collabo...,Academic Trajectory
36,ID48,Collaboration Examples,science and engineering,1,M,border state,1,we have identified the university of Baja California as a potential collabo...,Definition of Collaboration
37,ID48,Collaboration Examples,science and engineering,1,M,border state,1,"the collaboration initiated with a couple of workshops, one in Ensenada one...",Definition of Collaboration
38,ID48,Collaboration Examples,science and engineering,1,M,border state,1,essentially we have some exchange of how to address water resources managem...,Definition of Collaboration
39,ID48,Prior Collaboration Experience,science and engineering,1,M,border state,1,essentially we have some exchange of how to address water resources managem...,Academic Trajectory
40,ID48,Doctoral Research,science and engineering,1,M,border state,1,I was a graduate student then in California to continue research and after ...,Student Programs
41,ID48,Advisor,science and engineering,1,M,border state,1,I was a graduate student then in California to continue research and after ...,Academic Trajectory
42,ID48,Advisor,science and engineering,1,M,border state,1,essentially we have some exchange of how to address water resources managem...,Academic Trajectory
43,ID48,Prior Collaboration Experience,science and engineering,1,M,border state,1,probably we maybe had a dozen of papers out of this collaboration scientifi...,Academic Trajectory
44,ID48,Disciplinary Incentives,science and engineering,1,M,border state,1,probably we maybe had a dozen of papers out of this collaboration scientifi...,Disciplinary
45,ID48,Collaboration Outcomes,science and engineering,1,M,border state,1,probably we maybe had a dozen of papers out of this collaboration scientifi...,Definition of Collaboration
46,ID48,Collaboration Examples,science and engineering,1,M,border state,1,Other collaborations I did that are not as intense as this is mostly partic...,Definition of Collaboration
47,ID48,Prior Collaboration Experience,science and engineering,1,M,border state,1,Other collaborations I did that are not as intense as this is mostly partic...,Academic Trajectory
48,ID48,Collaboration Outcomes,science and engineering,1,M,border state,1,"I’ve also had other collaboration’s in Chile, in the UK, Spain, and other p...",Definition of Collaboration
49,ID48,Prior Collaboration Experience,science and engineering,1,M,border state,1,"I’ve also had other collaboration’s in Chile, in the UK, Spain, and other p...",Academic Trajectory
50,ID48,Personal Relationships,science and engineering,1,M,border state,1,my home country...,Peer-to-Peer
51,ID48,Undergraduate Programs,science and engineering,1,M,border state,1,Well I should say ive been very fortunate  to be to have my undergrad in Da...,Student Programs
52,ID48,Cross-Cultural Understanding,science and engineering,1,M,border state,1,Well I should say ive been very fortunate  to be to have my undergrad in Da...,Sociocultural and Political Context
53,ID48,Prior Collaboration Experience,science and engineering,1,M,border state,1,Well I should say ive been very fortunate  to be to have my undergrad in Da...,Academic Trajectory
54,ID48,Institutional Successes,science and engineering,1,M,border state,1,Well I should say ive been very fortunate  to be to have my undergrad in Da...,Institution-to-Institution
55,ID48,Advisor,science and engineering,1,M,border state,1,Well I should say ive been very fortunate  to be to have my undergrad in Da...,Academic Trajectory
56,ID48,Academic Meeting/Conference,science and engineering,1,M,border state,1,Others happen through research conferences and sometimes we meet interestin...,Peer-to-Peer
57,ID48,Successful Funding,science and engineering,1,M,border state,1,Others happen through research conferences and sometimes we meet interestin...,Presence of Funding
58,ID48,Research Interest,science and engineering,1,M,border state,1,Others happen through research conferences and sometimes we meet interestin...,Academic Trajectory
59,ID48,Successful Funding,science and engineering,1,M,border state,1,"In the case of Chile, they come up with their own funding program for educa...",Presence of Funding
60,ID48,Description of Funders,science and engineering,1,M,border state,1,"In the case of Chile, they come up with their own funding program for educa...",Presence of Funding
61,ID48,Family Situation,science and engineering,1,M,border state,1,my home country...,Background
62,ID48,Successful Funding,science and engineering,1,M,border state,1,In the case of Brazil they have a pretty aggressive program involves bringi...,Presence of Funding
63,ID48,Institutional Successes,science and engineering,1,M,border state,1,In the case of Brazil they have a pretty aggressive program involves bringi...,Institution-to-Institution
64,ID48,Description of Funders,science and engineering,1,M,border state,1,In the case of Brazil they have a pretty aggressive program involves bringi...,Presence of Funding
65,ID48,Disciplinary Culture,science and engineering,1,M,border state,1,"I should say all of the research it’s been, all of the collaborative resear...",Disciplinary
66,ID48,Institutional Context,science and engineering,1,M,border state,1,"I should say all of the research it’s been, all of the collaborative resear...",Institutional Context
67,ID48,Job Opportunity,science and engineering,1,M,border state,1,"I should say all of the research it’s been, all of the collaborative resear...",Peer-to-Peer
68,ID48,Disciplinary Culture,science and engineering,1,M,border state,1,"Uh I don’t know I think that, I just think that I have very much applied my...",Disciplinary
69,ID48,Disciplinary Incentives,science and engineering,1,M,border state,1,"Uh I don’t know I think that, I just think that I have very much applied my...",Disciplinary
